1479982411.000000, IBI
18.625853,1.125051
19.719653,1.093800
20.797827,1.078174
21.860376,1.062549
22.938550,1.078174
23.985473,1.046923
25.048022,1.062549
26.157447,1.109426
27.266873,1.109426
28.329422,1.062549
29.438848,1.109426
30.595150,1.156303
31.704576,1.109426
32.829628,1.125051
33.985931,1.156303
35.095356,1.109426
36.204782,1.109426
37.329834,1.125051
38.408008,1.078174
39.470557,1.062549
40.611234,1.140677
41.798788,1.187554
64.393573,1.031297
77.472296,0.890666
78.409839,0.937543
79.363008,0.953169
80.284925,0.921917
81.363099,1.078174
82.441274,1.078174
83.347565,0.906291
84.363237,1.015671
85.363282,1.000046
86.425831,1.062549
87.566508,1.140677
88.707186,1.140677
89.785360,1.078174
90.926037,1.140677
92.066714,1.140677
93.113637,1.046923
94.160560,1.046923
95.254360,1.093800
96.395037,1.140677
97.379457,0.984420
98.410755,1.031297
99.504555,1.093800
100.613981,1.109426
101.707781,1.093800
102.832832,1.125051
104.020386,1.187554
105.129812,1.109426
106.207987,1.078174
107.286161,1.078174
108.411212,1.125051
109.442510,1.031297
110.333175,0.890666
111.145713,0.812537
129.099659,1.031297
130.146582,1.046923
131.131002,0.984420
132.193551,1.062549
133.256100,1.062549
134.271771,1.015671
135.240566,0.968794
136.240611,1.000046
137.131277,0.890666
137.990691,0.859414
138.803229,0.812537
139.584514,0.781286
140.318923,0.734409
146.147315,1.171929
147.303618,1.156303
148.491172,1.187554
149.725604,1.234432
150.913158,1.187554
152.069461,1.156303
153.163261,1.093800
154.335190,1.171929
155.460241,1.125051
156.538415,1.078174
157.600964,1.062549
158.710390,1.109426
159.647933,0.937543
160.522973,0.875040
161.538644,1.015671
162.538690,1.000046
163.507484,0.968794
164.382524,0.875040
165.257565,0.875040
166.116979,0.859414
167.117025,1.000046
168.132696,1.015671
169.101490,0.968794
170.117162,1.015671
171.195336,1.078174
172.242259,1.046923
173.257931,1.015671
174.304854,1.046923
175.398654,1.093800
176.461202,1.062549
177.508125,1.046923
178.570674,1.062549
179.664474,1.093800
180.727023,1.062549
181.820823,1.093800
182.945874,1.125051
189.555552,1.093800
190.743106,1.187554
191.821280,1.078174
192.852578,1.031297
193.915126,1.062549
194.821418,0.906291
195.696458,0.875040
196.493369,0.796911
197.274655,0.781286
198.071567,0.796911
198.821601,0.750034
199.556010,0.734409
209.322082,1.109426
210.447133,1.125051
211.509682,1.062549
212.462850,0.953169
213.462896,1.000046
214.447316,0.984420
215.541116,1.093800
216.603665,1.062549
217.681839,1.078174
218.588131,0.906291
219.463171,0.875040
220.494468,1.031297
221.572642,1.078174
222.650817,1.078174
223.807120,1.156303
224.916545,1.109426
226.010345,1.093800
227.182274,1.171929
228.260448,1.078174
229.385500,1.125051
230.557429,1.171929
231.682480,1.125051
232.776280,1.093800
233.932583,1.156303
235.088886,1.156303
236.167060,1.078174
237.307738,1.140677
238.464041,1.156303
239.557841,1.093800
246.386278,1.062549
247.526955,1.140677
248.542627,1.015671
249.558298,1.015671
250.417713,0.859414
251.214624,0.796911
252.074039,0.859414
252.792821,0.718783
253.636610,0.843789
259.027482,1.093800
260.215036,1.187554
261.371339,1.156303
262.574519,1.203180
269.559214,1.187554
270.731143,1.171929
271.871820,1.140677
273.012497,1.140677
274.184426,1.171929
275.309477,1.125051
276.481406,1.171929
277.622083,1.140677
278.762760,1.140677
279.919063,1.156303
280.997237,1.078174
282.153540,1.156303
283.278592,1.125051
284.403643,1.125051
285.450566,1.046923
286.559992,1.109426
287.685044,1.125051
288.794469,1.109426
289.857018,1.062549
290.982069,1.125051
292.107121,1.125051
293.138418,1.031297
294.185341,1.046923
295.247890,1.062549
296.279187,1.031297
297.279233,1.000046
298.201150,0.921917
299.060564,0.859414
299.873101,0.812537
300.670013,0.796911
301.420047,0.750034
302.420093,1.000046
303.576396,1.156303
304.748325,1.171929
305.873376,1.125051
307.014053,1.140677
308.139105,1.125051
309.264156,1.125051
310.342331,1.078174
311.217371,0.875040
312.108037,0.890666
313.029954,0.921917
313.967497,0.937543
314.998794,1.031297
316.123845,1.125051
317.264523,1.140677
318.358323,1.093800
319.530251,1.171929
320.702180,1.171929
321.780354,1.078174
322.921031,1.140677
324.092960,1.171929
325.218012,1.125051
326.389940,1.171929
327.530617,1.140677
328.686920,1.156303
329.765095,1.078174
330.874521,1.109426
332.015198,1.140677
333.171501,1.156303
334.234049,1.062549
335.296598,1.062549
336.421649,1.125051
337.499824,1.078174
338.562372,1.062549
339.703050,1.140677
340.812475,1.109426
341.906276,1.093800
343.062578,1.156303
344.203256,1.140677
345.281430,1.078174
346.422107,1.140677
347.578410,1.156303
348.687836,1.109426
349.750385,1.062549
350.875436,1.125051
352.062990,1.187554
353.172416,1.109426
354.250591,1.078174
355.422519,1.171929
356.360062,0.937543
357.313231,0.953169
358.266399,0.953169
366.032380,1.140677
367.094929,1.062549
368.141851,1.046923
369.235651,1.093800
370.298200,1.062549
371.360749,1.062549
372.470175,1.109426
373.579600,1.109426
374.673400,1.093800
375.689072,1.015671
382.455007,1.093800
383.564432,1.109426
384.595730,1.031297
391.189781,1.078174
392.361710,1.171929
393.455510,1.093800
394.549310,1.093800
395.674362,1.125051
396.736910,1.062549
397.799459,1.062549
398.893259,1.093800
400.018311,1.125051
401.065233,1.046923
402.174659,1.109426
403.284085,1.109426
404.362259,1.078174
405.424808,1.062549
406.487357,1.062549
