1479982411.000000, 1479982411.000000, 1479982411.000000
32.000000, 32.000000, 32.000000
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,4,64
2,4,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,4,64
2,4,64
2,3,64
2,3,64
2,4,64
2,3,64
2,3,64
2,3,64
2,3,64
2,3,64
