1480254139.000000, 1480254139.000000, 1480254139.000000
32.000000, 32.000000, 32.000000
8,5,63
8,5,63
8,5,63
8,5,63
8,5,63
9,5,63
8,5,63
8,5,63
8,5,63
8,5,63
9,5,63
9,5,63
8,5,63
9,5,63
8,4,63
8,5,63
8,5,63
8,5,63
9,5,63
8,5,63
9,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
9,5,63
8,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
9,5,63
8,5,63
8,5,63
9,5,63
9,5,63
8,4,63
8,5,63
9,5,63
9,5,63
9,5,63
8,4,63
9,5,63
9,5,63
8,5,63
8,5,63
9,5,63
8,5,63
8,5,63
8,5,63
8,5,63
8,5,63
9,5,63
8,5,63
8,5,63
8,5,63
9,5,63
9,5,64
9,4,64
9,5,65
9,2,66
9,1,68
9,-1,70
12,21,73
8,32,70
7,23,71
5,30,74
0,27,75
-5,30,68
-12,32,60
-14,28,56
-16,23,50
-19,21,46
-22,16,44
-21,16,46
-24,10,46
-23,10,50
-23,10,50
-27,32,41
-23,36,44
-22,33,49
-23,38,48
-24,40,46
-27,41,39
-30,39,35
-31,38,39
-32,42,40
-35,44,37
-33,41,45
-34,38,39
-33,40,39
-32,48,35
-31,46,34
-32,48,34
-32,45,33
-31,46,34
-32,41,35
-33,41,35
-33,40,35
-32,40,37
-33,40,35
-33,42,34
-33,45,35
-33,44,37
-34,41,37
-34,43,35
-34,43,35
-33,42,35
-34,41,37
-34,40,36
-34,40,37
-33,40,37
-32,41,38
-32,41,38
-32,42,38
-32,42,38
-33,42,38
-33,42,38
-33,41,38
-32,41,39
-33,41,38
-32,40,38
-33,40,38
-33,41,37
-33,41,38
-33,40,38
-33,40,38
-33,40,38
-34,40,37
-33,40,38
-34,40,38
-34,40,38
-34,39,38
-33,40,38
-33,40,38
-34,40,38
-34,40,38
-34,41,38
-34,40,38
-34,40,38
-34,40,38
-34,39,38
-34,40,38
-34,39,38
-34,39,38
-34,39,38
-34,38,38
-34,39,39
-34,39,39
-34,38,40
-34,37,41
-34,37,41
-33,36,42
-33,36,41
-33,36,42
-33,35,42
-33,35,42
-33,36,42
-33,36,42
-33,36,42
-34,37,42
-33,37,42
-33,36,42
-33,36,42
-33,36,42
-33,36,43
-33,35,42
-33,35,43
-33,35,42
-33,36,43
-33,36,42
-33,36,43
-34,35,42
-33,35,43
-33,35,43
-34,35,43
-33,35,43
-33,35,43
-33,35,43
-33,35,43
-33,34,44
-33,34,44
-33,34,44
-33,33,44
-33,33,44
-33,33,44
-33,33,44
-33,34,44
-33,33,44
-33,33,44
-32,33,44
-32,33,44
-33,34,44
-33,34,44
-33,33,44
-33,33,44
-33,33,44
-33,33,44
-33,34,44
-32,33,45
-33,33,45
-33,33,45
-33,33,45
-33,33,45
-33,32,45
-32,31,45
-32,31,46
-32,31,46
-33,33,46
-33,32,46
-33,32,47
