1479331472.000000, 1479331472.000000, 1479331472.000000
32.000000, 32.000000, 32.000000
-14,40,49
-15,39,49
-15,40,48
-14,40,48
-14,40,48
-14,39,48
-14,40,49
-14,40,48
-14,40,48
-14,40,48
-14,40,48
-15,40,48
-14,41,48
-14,40,48
-14,40,48
-15,40,48
-14,41,48
-14,40,48
-14,40,48
-14,40,48
-14,40,49
-14,40,49
-15,40,48
-14,40,48
-14,40,49
-14,40,48
-14,41,48
-14,41,48
-15,40,48
-14,40,48
-15,40,49
-14,40,48
-14,44,48
-14,42,50
-14,47,49
-15,36,52
-16,30,53
-17,28,53
-17,27,53
-16,29,53
-16,31,53
-16,35,53
-16,36,52
-16,36,52
-15,36,53
-15,36,53
-15,32,55
-17,31,53
-16,33,53
-16,33,53
-16,33,53
-16,30,52
-16,34,53
-17,32,53
-16,34,53
-16,35,54
-14,37,56
-14,46,58
-17,49,58
-22,52,57
-25,45,54
-24,50,59
-27,19,48
-37,-7,58
-15,42,59
-27,2,54
-24,1,57
-27,-7,51
-27,-8,48
-28,-15,45
-32,-17,43
-31,-16,44
-33,-19,42
-30,-20,46
-30,-20,46
-30,-19,47
-30,-19,48
-33,-18,50
-34,-18,52
-32,-17,54
-30,-17,56
-29,-19,56
-30,-19,57
-30,-18,57
-31,-18,57
-30,-20,56
-29,-18,54
-29,-20,54
-29,-20,54
-29,-20,53
-29,-20,53
-29,-19,54
-29,-19,55
-28,-20,55
-28,-21,55
-27,-22,55
-28,-22,54
-29,-20,53
-28,-20,53
-28,-19,53
-28,-17,53
-28,-19,54
-26,-15,54
-27,-13,55
-26,-8,57
-28,-4,56
-29,-1,58
-28,8,57
-29,10,57
-25,15,55
-26,20,52
-27,20,51
-28,25,51
-26,24,52
-25,29,50
-24,31,51
-23,31,53
-23,37,56
-22,39,56
-23,39,56
-24,37,53
-23,36,51
-21,33,48
-23,35,47
-21,37,47
-18,37,48
-18,41,49
-18,40,51
-18,37,52
-18,40,52
-18,38,49
-17,36,50
-16,36,51
-16,38,50
-17,37,47
-14,45,51
-16,38,48
-15,40,48
-14,43,49
-14,48,50
-13,53,52
-15,55,55
-17,52,58
-20,54,60
-27,49,59
-29,47,56
-41,29,42
-37,9,48
-28,8,53
-25,-11,45
-23,-20,43
-2,-25,50
-10,-16,45
-1,-41,41
-6,-35,42
-8,-42,39
-8,-45,38
-9,-60,36
-12,-60,34
-9,-56,32
-9,-52,31
-9,-51,31
-8,-53,34
-10,-56,33
-12,-58,33
-13,-60,34
-12,-61,33
-10,-59,33
-9,-56,33
-9,-55,33
-10,-51,33
-11,-51,34
-12,-50,34
-13,-50,35
-12,-50,35
-12,-50,35
-11,-52,36
-10,-52,36
-11,-53,36
-11,-54,37
-11,-53,37
-11,-53,37
-10,-53,38
-11,-53,38
-11,-52,38
-11,-52,38
-11,-52,38
-11,-51,38
-12,-51,38
-12,-50,38
-12,-49,38
-12,-50,38
-12,-49,39
-12,-49,39
-12,-49,39
-13,-49,39
-12,-49,40
-12,-49,40
-12,-49,40
-12,-49,40
-13,-49,40
-12,-49,41
-13,-49,41
-13,-49,41
-12,-49,42
-13,-49,41
-13,-49,41
-12,-51,42
-13,-50,41
-15,-48,39
-16,-46,40
-14,-45,41
-17,-39,39
-15,-30,48
-17,-23,51
-21,-19,58
-23,-15,59
-26,-13,62
-18,-14,58
