1480548623.000000, 1480548623.000000, 1480548623.000000
32.000000, 32.000000, 32.000000
47,0,41
44,1,41
45,10,40
46,12,39
45,12,37
47,8,41
46,6,46
47,13,42
48,8,38
47,9,35
49,16,39
50,10,42
46,-9,31
53,7,32
55,17,36
51,9,36
48,17,30
54,24,35
51,21,35
48,22,32
49,16,33
50,12,33
50,13,33
50,11,33
50,9,32
51,12,33
50,15,30
48,23,32
50,16,38
53,0,42
53,3,38
57,8,34
55,5,34
59,10,40
50,-6,38
49,5,41
51,17,44
48,15,45
43,18,44
37,30,42
34,27,41
30,28,36
31,32,40
33,28,40
34,22,36
35,20,37
45,25,46
41,15,41
44,16,45
46,15,47
45,12,46
44,10,48
41,11,45
41,14,43
40,8,43
37,11,42
39,11,44
38,4,49
40,9,48
41,11,49
47,14,50
51,11,56
43,7,50
42,7,48
43,6,47
44,5,46
44,6,45
44,4,43
42,4,43
42,4,45
42,8,44
43,8,46
43,8,47
43,8,47
43,7,46
43,7,44
47,8,46
48,8,45
48,7,41
51,7,45
50,8,47
46,5,44
45,6,44
44,7,45
42,6,47
41,5,48
41,3,46
42,3,47
42,4,48
42,7,48
41,7,50
43,10,51
44,8,48
43,9,48
39,6,44
38,1,41
40,5,44
40,1,45
39,4,45
40,4,53
41,4,53
38,3,53
35,1,52
36,-4,54
36,-16,50
45,-25,33
57,-16,29
63,-23,46
54,-11,36
52,-19,32
43,-8,24
48,-13,26
45,-13,20
43,-3,17
48,-2,20
72,-25,26
64,-44,18
52,-46,5
52,-43,9
52,-34,15
53,-20,24
55,-16,26
55,-15,26
58,-21,17
55,-23,17
58,-15,20
55,-22,16
54,-26,13
55,-24,13
56,-21,13
54,-24,13
59,-16,19
61,-16,21
58,-11,9
56,-19,4
56,-19,3
59,-16,5
59,-15,6
56,-25,7
59,-21,10
60,-12,11
58,-21,8
59,-16,6
59,-16,9
59,-17,6
59,-16,6
58,-18,6
58,-17,5
59,-16,5
60,-14,8
61,-11,9
60,-11,8
60,-12,8
59,-13,7
59,-13,6
59,-14,7
61,-11,7
59,-15,5
60,-13,6
60,-13,7
60,-12,7
59,-13,6
61,-12,10
59,-17,8
57,-20,7
63,-6,16
61,-17,17
58,-40,18
45,-86,28
41,-68,16
49,20,9
41,11,-3
42,13,-9
91,-86,-107
112,-86,-58
55,-14,20
46,-36,21
54,-31,7
62,-18,2
56,-25,1
55,-29,-2
56,-20,1
57,-18,4
60,-19,7
56,-24,2
58,-19,6
59,-19,4
57,-21,6
57,-21,4
57,-22,4
59,-18,6
60,-15,5
60,-15,7
61,-13,8
59,-16,6
60,-15,8
58,-18,5
59,-15,8
59,-14,8
58,-18,6
59,-15,7
60,-14,8
59,-16,7
59,-15,7
59,-14,8
59,-15,7
59,-15,7
59,-15,7
59,-15,7
59,-15,8
58,-16,7
59,-16,7
59,-15,8
59,-16,7
58,-16,7
59,-15,8
59,-15,8
58,-16,7
59,-15,8
59,-14,8
58,-16,7
59,-14,8
59,-15,8
59,-14,8
59,-14,9
59,-15,8
59,-14,9
59,-14,8
58,-16,8
59,-14,8
59,-15,8
58,-16,8
59,-15,10
59,-15,9
59,-14,9
59,-14,9
59,-15,8
59,-14,9
59,-15,9
58,-16,8
58,-15,8
59,-15,9
58,-15,9
59,-14,9
59,-15,9
58,-16,8
59,-14,9
59,-15,9
58,-16,8
60,-14,9
59,-14,9
59,-15,9
59,-15,9
59,-14,9
59,-14,9
59,-15,9
59,-15,9
59,-15,9
59,-15,10
59,-15,9
59,-15,10
59,-14,10
58,-16,10
58,-18,8
59,-15,10
59,-15,10
58,-16,10
59,-15,10
58,-17,9
58,-16,10
58,-16,10
58,-19,9
57,-17,10
58,-18,10
58,-19,10
58,-18,10
58,-19,11
58,-20,10
57,-19,10
57,-20,10
57,-22,9
58,-20,11
57,-21,10
56,-23,10
58,-21,10
56,-23,10
56,-22,11
58,-21,12
56,-23,11
56,-22,12
57,-22,12
56,-22,13
57,-22,13
56,-22,13
55,-25,13
55,-23,13
57,-21,15
54,-25,15
55,-21,17
56,-23,17
55,-23,17
55,-22,18
54,-25,18
54,-24,17
52,-26,18
52,-27,18
53,-28,19
50,-31,19
50,-30,19
45,-37,17
46,-33,16
46,-34,16
49,-37,16
43,-43,8
44,-48,0
42,-54,-5
41,-56,-5
42,-53,-2
44,-46,1
42,-39,10
35,-23,19
30,-32,35
32,-55,37
29,-61,36
31,-63,38
34,-65,37
39,-60,35
36,-56,32
38,-48,36
40,-25,42
42,-19,45
47,-8,43
44,-4,44
41,-4,50
43,1,46
45,10,51
44,5,54
43,10,54
43,11,54
42,4,58
41,4,59
40,2,58
33,5,55
29,4,56
21,5,48
18,7,50
13,6,50
9,7,51
9,12,54
6,10,55
7,6,61
8,7,62
3,6,58
2,7,57
2,15,57
1,19,56
3,24,61
2,27,61
2,29,60
2,27,60
-1,29,59
-2,29,57
3,32,64
9,28,61
7,29,58
10,31,61
11,28,56
10,29,55
10,31,55
9,31,54
8,31,53
9,32,54
9,32,55
9,31,55
10,31,56
10,29,55
11,31,56
11,32,56
10,32,55
9,32,54
9,32,54
9,35,54
9,36,55
8,35,54
9,34,53
9,34,53
9,33,52
9,34,54
8,34,54
9,34,54
9,33,52
9,33,52
11,35,54
11,35,54
11,32,54
11,32,55
11,31,53
13,32,52
12,32,51
11,35,53
10,37,53
10,36,54
10,38,54
9,37,53
9,35,53
10,36,55
11,36,56
10,35,56
9,32,55
10,33,55
11,31,56
11,30,54
9,30,52
10,26,51
9,24,49
13,30,54
13,28,54
13,26,55
12,28,57
13,30,58
14,28,58
13,27,57
13,26,58
15,25,63
16,26,63
14,25,59
14,26,57
13,26,57
14,25,58
12,26,59
11,23,58
13,25,59
13,25,58
13,25,57
15,22,56
16,22,58
13,24,57
10,24,53
10,24,53
9,21,52
10,22,52
15,20,54
16,31,55
17,36,57
19,42,55
19,44,52
17,38,49
17,37,48
17,39,49
17,39,50
16,38,50
17,37,50
17,37,49
17,37,50
16,38,49
17,38,49
17,37,49
17,38,49
16,38,49
16,38,49
16,38,49
16,38,49
17,38,49
16,37,49
16,37,49
16,38,49
16,38,49
16,38,49
16,38,49
16,38,49
16,38,49
16,38,49
16,38,49
17,38,49
16,38,49
16,38,48
17,38,49
16,38,49
16,38,49
16,39,48
16,38,48
16,38,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,38,48
16,38,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,40,48
16,40,48
16,39,48
16,39,48
16,39,48
17,38,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
17,39,48
17,39,48
16,39,48
17,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,39,48
16,40,48
16,39,48
16,39,48
16,39,48
16,39,48
16,40,48
16,40,48
16,40,48
16,40,48
16,40,48
16,40,48
16,40,48
16,40,48
16,40,48
16,39,48
16,39,48
16,39,48
16,40,48
